year,reg_sk,sex_sk,age_sk,le
2014,1156,1,65,12.59
2014,1156,2,0,77.62
2014,1156,2,15,63.27
2014,1156,2,50,30.39
2014,1156,2,65,17.71
2014,1156,3,0,71.68
2014,1156,3,15,57.32
2014,1156,3,50,26.5
2014,1156,3,65,15.71
2014,1157,1,0,63.11
2014,1157,1,15,48.89
2014,1157,1,50,20.82
2014,1157,1,65,12.19
2014,1157,2,0,74.88
2014,1157,2,15,60.66
2014,1157,2,50,29.01
2014,1157,2,65,17.17
2014,1157,3,0,69.05
2014,1157,3,15,54.84
2014,1157,3,50,25.31
2014,1157,3,65,15.27
2014,1158,1,0,62.1
2014,1158,1,15,47.87
2014,1158,1,50,19.9
2014,1158,1,65,11.67
2014,1158,2,0,74.25
2014,1158,2,15,59.88
2014,1158,2,50,28.24
2014,1158,2,65,16.62
2014,1158,3,0,68.06
2014,1158,3,15,53.77
2014,1158,3,50,24.41
2014,1158,3,65,14.7
2014,1160,1,0,66.11
2014,1160,1,15,52.1
2014,1160,1,50,22.66
2014,1160,1,65,13.27
2014,1160,2,0,76.39
2014,1160,2,15,62.15
2014,1160,2,50,29.46
2014,1160,2,65,17
2014,1160,3,0,71.3
2014,1160,3,15,57.2
2014,1160,3,50,26.35
2014,1160,3,65,15.51
2014,1161,1,0,64.73
2014,1161,1,15,50.43
2014,1161,1,50,21.61
2014,1161,1,65,12.55
2014,1161,2,0,76.87
2014,1161,2,15,62.49
2014,1161,2,50,30.05
2014,1161,2,65,17.65
2014,1161,3,0,70.82
2014,1161,3,15,56.49
2014,1161,3,50,26.23
2014,1161,3,65,15.71
2014,1163,1,0,65.25
2014,1163,1,15,51.1
2014,1163,1,50,22.05
2014,1163,1,65,13.01
2014,1163,2,0,76.57
2014,1163,2,15,62.26
2014,1163,2,50,29.86
2014,1163,2,65,17.53
2014,1163,3,0,71
2014,1163,3,15,56.78
2014,1163,3,50,26.33
2014,1163,3,65,15.78
2014,1164,1,0,62.17
2014,1164,1,15,47.99
2014,1164,1,50,20.28
2014,1164,1,65,11.71
2014,1164,2,0,74.12
2014,1164,2,15,59.75
2014,1164,2,50,27.89
2014,1164,2,65,16.09
2014,1164,3,0,67.91
2014,1164,3,15,53.66
2014,1164,3,50,24.33
2014,1164,3,65,14.34
2014,1165,1,0,63.67
2014,1165,1,15,49.35
2014,1165,1,50,21.51
2014,1165,1,65,12.49
2014,1165,2,0,75.74
2014,1165,2,15,61.43
2014,1165,2,50,29.66
2014,1165,2,65,17.49
2014,1165,3,0,69.77
2014,1165,3,15,55.46
2014,1165,3,50,26.01
2014,1165,3,65,15.58
2014,1166,1,0,63.36
2014,1166,1,15,49.17
2014,1166,1,50,20.81
2014,1166,1,65,12.14
2014,1166,2,0,75.61
2014,1166,2,15,61.04
2014,1166,2,50,29.08
2014,1166,2,65,17.32
2014,1166,3,0,69.45
2014,1166,3,15,55.1
2014,1166,3,50,25.35
2014,1166,3,65,15.35
2014,1168,1,0,65.26
2014,1168,1,15,50.93
2014,1168,1,50,21.66
2014,1168,1,65,12.46
2014,1168,2,0,77.07
2014,1168,2,15,62.64
2014,1168,2,50,29.93
2014,1168,2,65,17.51
2014,1168,3,0,71.11
2014,1168,3,15,56.75
2014,1168,3,50,26.12
2014,1168,3,65,15.55
2014,1169,1,0,64.93
2014,1169,1,15,50.58
2014,1169,1,50,22.04
2014,1169,1,65,13.12
2014,1169,2,0,76.55
2014,1169,2,15,62.12
2014,1169,2,50,29.68
2014,1169,2,65,17.65
2014,1169,3,0,70.7
2014,1169,3,15,56.31
2014,1169,3,50,26.14
2014,1169,3,65,15.81
2014,1170,1,0,63.56
2014,1170,1,15,49.32
2014,1170,1,50,21.23
2014,1170,1,65,12.37
2014,1170,2,0,75.63
2014,1170,2,15,61.4
2014,1170,2,50,29.33
2014,1170,2,65,17.23
2014,1170,3,0,69.64
2014,1170,3,15,55.41
2014,1170,3,50,25.76
2014,1170,3,65,15.45
2014,1171,1,0,66.16
2014,1171,1,15,51.88
2014,1171,1,50,22.74
2014,1171,1,65,12.88
2014,1171,2,0,76.92
2014,1171,2,15,62.5
2014,1171,2,50,29.85
2014,1171,2,65,17.35
2014,1171,3,0,71.55
2014,1171,3,15,57.22
2014,1171,3,50,26.59
2014,1171,3,65,15.6
2014,1173,1,0,64.46
2014,1173,1,15,50.33
2014,1173,1,50,21.91
2014,1173,1,65,12.59
2014,1173,2,0,76.34
2014,1173,2,15,62.19
2014,1173,2,50,29.92
2014,1173,2,65,17.7
2014,1173,3,0,70.41
2014,1173,3,15,56.28
2014,1173,3,50,26.27
2014,1173,3,65,15.67
2014,1175,1,0,63.55
2014,1175,1,15,49.45
2014,1175,1,50,21.64
2014,1175,1,65,12.67
2014,1175,2,0,75.86
2014,1175,2,15,61.57
2014,1175,2,50,29.68
2014,1175,2,65,17.53
2014,1175,3,0,69.74
2014,1175,3,15,55.57
2014,1175,3,50,26.06
2014,1175,3,65,15.65
2014,1176,1,0,61.63
2014,1176,1,15,47.59
2014,1176,1,50,20.53
2014,1176,1,65,12
2014,1176,2,0,73.41
2014,1176,2,15,59.13
2014,1176,2,50,27.67
2014,1176,2,65,16.54
2014,1176,3,0,67.36
2014,1176,3,15,53.22
2014,1176,3,50,24.36
2014,1176,3,65,14.71
2014,1177,1,0,58.9
2014,1177,1,15,45.55
2014,1177,1,50,19.25
2014,1177,1,65,10.92
2014,1177,2,0,67.09
2014,1177,2,15,54.26
2014,1177,2,50,24.56
2014,1177,2,65,13.4
2014,1177,3,0,62.62
2014,1177,3,15,49.5
2014,1177,3,50,21.83
2014,1177,3,65,12.28
2014,1178,1,0,64.15
2014,1178,1,15,49.93
2014,1178,1,50,21.18
2014,1178,1,65,12.42
2014,1178,2,0,76.97
2014,1178,2,15,62.51
2014,1178,2,50,29.82
2014,1178,2,65,17.45
2014,1178,3,0,70.66
2014,1178,3,15,56.35
2014,1178,3,50,26
2014,1178,3,65,15.61
2014,1179,1,0,66.85
2014,1179,1,15,52.74
2014,1179,1,50,22.54
2014,1179,1,65,13.08
2014,1179,2,0,77.03
2014,1179,2,15,62.89
2014,1179,2,50,29.84
2014,1179,2,65,17.04
2014,1179,3,0,72
2014,1179,3,15,57.89
2014,1179,3,50,26.46
2014,1179,3,65,15.44
2014,1180,1,0,63.78
2014,1180,1,15,49.63
2014,1180,1,50,21.93
2014,1180,1,65,12.98
2014,1180,2,0,76.1
2014,1180,2,15,61.83
2014,1180,2,50,29.83
2014,1180,2,65,17.74
2014,1180,3,0,69.81
2014,1180,3,15,55.62
2014,1180,3,50,26.14
2014,1180,3,65,15.83
2014,1181,1,0,62.72
2014,1181,1,15,48.52
2014,1181,1,50,21.22
2014,1181,1,65,12.38
2014,1181,2,0,74.66
2014,1181,2,15,60.48
2014,1181,2,50,28.85
2014,1181,2,65,17.33
2014,1181,3,0,68.61
2014,1181,3,15,54.43
2014,1181,3,50,25.35
2014,1181,3,65,15.35
2014,1182,1,0,72.66
2014,1182,1,15,59.07
2014,1182,1,50,27.12
2014,1182,1,65,15.83
2014,1182,2,0,78.93
2014,1182,2,15,65.29
2014,1182,2,50,31.3
2014,1182,2,65,18.03
2014,1182,3,0,75.88
2014,1182,3,15,62.26
2014,1182,3,50,29.32
2014,1182,3,65,17.06
2014,1183,1,0,69.44
2014,1183,1,15,55.31
2014,1183,1,50,25.01
2014,1183,1,65,14.76
2014,1183,2,0,78.69
2014,1183,2,15,64.34
2014,1183,2,50,30.7
2014,1183,2,65,17.68
2014,1183,3,0,74.2
2014,1183,3,15,59.98
2014,1183,3,50,28.11
2014,1183,3,65,16.5
2014,1184,1,0,61.77
2014,1184,1,15,47.97
2014,1184,1,50,21.14
2014,1184,1,65,11.4
2014,1184,2,0,73.9
2014,1184,2,15,60
2014,1184,2,50,28.44
2014,1184,2,65,16.73
2014,1184,3,0,67.72
2014,1184,3,15,53.89
2014,1184,3,50,25.04
2014,1184,3,65,14.52
2014,1185,1,0,67.02
2014,1185,1,15,52.98
2014,1185,1,50,22.86
2014,1185,1,65,12.73
2014,1185,2,0,77.16
2014,1185,2,15,63.17
2014,1185,2,50,30.11
2014,1185,2,65,17.38
2014,1185,3,0,72.1
2014,1185,3,15,58.09
2014,1185,3,50,26.71
2014,1185,3,65,15.44
2014,1186,1,0,63.02
2014,1186,1,15,48.75
2014,1186,1,50,20.52
2014,1186,1,65,12.35
2014,1186,2,0,75.77
2014,1186,2,15,61.42
2014,1186,2,50,29.2
2014,1186,2,65,17.3
2014,1186,3,0,69.42
2014,1186,3,15,55.12
2014,1186,3,50,25.32
2014,1186,3,65,15.51
2014,1187,1,0,63.11
2014,1187,1,15,48.79
2014,1187,1,50,20.03
2014,1187,1,65,11.66
2014,1187,2,0,75.28
2014,1187,2,15,60.93
2014,1187,2,50,28.75
2014,1187,2,65,16.93
2014,1187,3,0,69.16
2014,1187,3,15,54.84
2014,1187,3,50,24.79
2014,1187,3,65,14.98
2014,1188,1,0,62.8
2014,1188,1,15,48.62
2014,1188,1,50,20.89
2014,1188,1,65,12.36
2014,1188,2,0,76.33
2014,1188,2,15,62.15
2014,1188,2,50,29.75
2014,1188,2,65,17.45
2014,1188,3,0,69.36
2014,1188,3,15,55.19
2014,1188,3,50,25.59
2014,1188,3,65,15.45
2014,1189,1,0,65.2
2014,1189,1,15,50.91
2014,1189,1,50,21.5
2014,1189,1,65,12.28
2014,1189,2,0,77.7
2014,1189,2,15,63.27
2014,1189,2,50,30.24
2014,1189,2,65,17.56
2014,1189,3,0,71.41
2014,1189,3,15,57.06
2014,1189,3,50,26.2
2014,1189,3,65,15.51
2014,1190,1,0,68.75
2014,1190,1,15,54.68
2014,1190,1,50,24.6
2014,1190,1,65,15.02
2014,1190,2,0,78.59
2014,1190,2,15,64.67
2014,1190,2,50,31.33
2014,1190,2,65,18.46
2014,1190,3,0,73.87
2014,1190,3,15,59.88
2014,1190,3,50,28.32
2014,1190,3,65,17.1
2014,1191,1,0,69.13
2014,1191,1,15,55.13
2014,1191,1,50,25.22
2014,1191,1,65,15.01
2014,1191,2,0,78.41
2014,1191,2,15,64.43
2014,1191,2,50,30.97
2014,1191,2,65,17.84
2014,1191,3,0,73.95
2014,1191,3,15,59.96
2014,1191,3,50,28.37
2014,1191,3,65,16.71
2014,1192,1,0,66.38
2014,1192,1,15,52.08
2014,1192,1,50,22.72
2014,1192,1,65,13.43
2014,1192,2,0,77.9
2014,1192,2,15,63.6
2014,1192,2,50,30.77
2014,1192,2,65,18.21
2014,1192,3,0,72.21
2014,1192,3,15,57.92
2014,1192,3,50,27.09
2014,1192,3,65,16.32
2014,1193,1,0,56.67
2014,1193,1,15,43.29
2014,1193,1,50,18.28
2014,1193,1,65,10.8
2014,1193,2,0,67.34
2014,1193,2,15,54.04
2014,1193,2,50,24.71
2014,1193,2,65,14.83
2014,1193,3,0,61.89
2014,1193,3,15,48.56
2014,1193,3,50,21.7
2014,1193,3,65,13.14
2014,1194,1,0,63.51
2014,1194,1,15,49.36
2014,1194,1,50,21.02
2014,1194,1,65,12.27
2014,1194,2,0,76.52
2014,1194,2,15,62.3
2014,1194,2,50,29.87
2014,1194,2,65,17.52
2014,1194,3,0,70.02
2014,1194,3,15,55.85
2014,1194,3,50,25.84
2014,1194,3,65,15.52
2014,1195,1,0,63.07
2014,1195,1,15,48.9
2014,1195,1,50,20.71
2014,1195,1,65,12.13
2014,1195,2,0,74.74
2014,1195,2,15,60.68
2014,1195,2,50,28.71
2014,1195,2,65,16.91
2014,1195,3,0,68.9
2014,1195,3,15,54.79
2014,1195,3,50,25.03
2014,1195,3,65,15.02
2014,1196,1,0,70.1
2014,1196,1,15,56.59
2014,1196,1,50,24.51
2014,1196,1,65,13.8
2014,1196,2,0,75.92
2014,1196,2,15,62.27
2014,1196,2,50,28.41
2014,1196,2,65,15.74
2014,1196,3,0,73.07
2014,1196,3,15,59.5
2014,1196,3,50,26.58
2014,1196,3,65,14.92
2014,1197,1,0,64.49
2014,1197,1,15,50.1
2014,1197,1,50,21.83
2014,1197,1,65,13.08
2014,1197,2,0,77.05
2014,1197,2,15,62.59
2014,1197,2,50,30.1
2014,1197,2,65,17.79
2014,1197,3,0,70.66
2014,1197,3,15,56.25
2014,1197,3,50,26.25
2014,1197,3,65,15.94
2014,1198,1,0,64.34
2014,1198,1,15,50.32
2014,1198,1,50,22.24
2014,1198,1,65,13.06
2014,1198,2,0,75.71
2014,1198,2,15,61.55
2014,1198,2,50,29.24
2014,1198,2,65,17.23
2014,1198,3,0,69.91
2014,1198,3,15,55.84
2014,1198,3,50,25.99
2014,1198,3,65,15.54
2014,1199,1,0,59.47
2014,1199,1,15,45.72
2014,1199,1,50,18.89
2014,1199,1,65,10.92
2014,1199,2,0,71.45
2014,1199,2,15,58.2
2014,1199,2,50,27.06
2014,1199,2,65,15.77
2014,1199,3,0,65.2
2014,1199,3,15,51.68
2014,1199,3,50,23.18
2014,1199,3,65,13.81
2015,1100,1,0,65.92
2015,1100,1,15,51.67
2015,1100,1,50,22.57
2015,1100,1,65,13.32
2015,1100,2,0,76.78
2015,1100,2,15,62.47
2015,1100,2,50,30.01
2015,1100,2,65,17.66
2015,1100,3,0,71.43
2015,1100,3,15,57.16
2015,1100,3,50,26.65
2015,1100,3,65,15.97
2015,1101,1,0,64.97
2015,1101,1,15,50.88
2015,1101,1,50,22.22
2015,1101,1,65,12.69
2015,1101,2,0,75.93
2015,1101,2,15,61.61
2015,1101,2,50,29.45
2015,1101,2,65,17.27
2015,1101,3,0,70.49
2015,1101,3,15,56.31
2015,1101,3,50,26.15
2015,1101,3,65,15.46
2015,1103,1,0,67.53
2015,1103,1,15,53.18
2015,1103,1,50,23.31
2015,1103,1,65,13.71
2015,1103,2,0,77.36
2015,1103,2,15,62.95
2015,1103,2,50,30
2015,1103,2,65,17.48
2015,1103,3,0,72.53
2015,1103,3,15,58.16
2015,1103,3,50,26.94
2015,1103,3,65,15.96
2015,1104,1,0,63.97
2015,1104,1,15,49.75
2015,1104,1,50,21.33
2015,1104,1,65,12.46
2015,1104,2,0,75.39
2015,1104,2,15,60.96
2015,1104,2,50,29.12
2015,1104,2,65,17.16
2015,1104,3,0,69.7
2015,1104,3,15,55.39
2015,1104,3,50,25.57
2015,1104,3,65,15.34
2015,1105,1,0,64.05
2015,1105,1,15,49.93
2015,1105,1,50,21.22
2015,1105,1,65,12.28
2015,1105,2,0,74.63
2015,1105,2,15,60.52
2015,1105,2,50,28.73
2015,1105,2,65,16.83
2015,1105,3,0,69.25
2015,1105,3,15,55.14
2015,1105,3,50,25.24
2015,1105,3,65,15.02
2015,1107,1,0,68.62
2015,1107,1,15,54.5
2015,1107,1,50,23.75
2015,1107,1,65,13.9
2015,1107,2,0,77.9
2015,1107,2,15,63.72
2015,1107,2,50,30.39
2015,1107,2,65,17.62
2015,1107,3,0,73.41
2015,1107,3,15,59.27
2015,1107,3,50,27.38
2015,1107,3,65,16.16
2015,1108,1,0,63.17
2015,1108,1,15,48.95
2015,1108,1,50,20.23
2015,1108,1,65,11.78
2015,1108,2,0,74.34
2015,1108,2,15,60.07
2015,1108,2,50,28.39
2015,1108,2,65,16.6
2015,1108,3,0,68.7
2015,1108,3,15,54.46
2015,1108,3,50,24.6
2015,1108,3,65,14.7
2015,1110,1,0,61.62
2015,1110,1,15,47.39
2015,1110,1,50,19.99
2015,1110,1,65,11.29
2015,1110,2,0,73.31
2015,1110,2,15,59.07
2015,1110,2,50,27.8
2015,1110,2,65,16.34
2015,1110,3,0,67.28
2015,1110,3,15,53.06
2015,1110,3,50,24.13
2015,1110,3,65,14.29
2015,1111,1,0,64.8
2015,1111,1,15,50.36
2015,1111,1,50,21.32
2015,1111,1,65,12.6
2015,1111,2,0,76.66
2015,1111,2,15,62.28
2015,1111,2,50,29.88
2015,1111,2,65,17.7
2015,1111,3,0,70.72
2015,1111,3,15,56.32
2015,1111,3,50,25.98
2015,1111,3,65,15.77
2015,1112,1,0,66.15
2015,1112,1,15,52.21
2015,1112,1,50,22.88
2015,1112,1,65,13.88
2015,1112,2,0,76.71
2015,1112,2,15,62.51
2015,1112,2,50,30.05
2015,1112,2,65,17.74
2015,1112,3,0,71.46
2015,1112,3,15,57.41
2015,1112,3,50,26.77
2015,1112,3,65,16.24
2015,1114,1,0,67.27
2015,1114,1,15,52.96
2015,1114,1,50,22.45
2015,1114,1,65,12.81
2015,1114,2,0,77.75
2015,1114,2,15,63.37
2015,1114,2,50,30.3
2015,1114,2,65,17.6
2015,1114,3,0,72.59
2015,1114,3,15,58.26
2015,1114,3,50,26.65
2015,1114,3,65,15.66
2015,1115,1,0,64.26
2015,1115,1,15,50.12
2015,1115,1,50,21.02
2015,1115,1,65,12.23
2015,1115,2,0,76.35
2015,1115,2,15,62.05
2015,1115,2,50,29.65
2015,1115,2,65,17.3
2015,1115,3,0,70.31
2015,1115,3,15,56.11
2015,1115,3,50,25.69
2015,1115,3,65,15.36
2015,1117,1,0,63.81
2015,1117,1,15,49.48
2015,1117,1,50,20.9
2015,1117,1,65,11.99
2015,1117,2,0,75.56
2015,1117,2,15,61.26
2015,1117,2,50,29.14
2015,1117,2,65,16.9
2015,1117,3,0,69.79
2015,1117,3,15,55.48
2015,1117,3,50,25.5
2015,1117,3,65,15.09
2015,1118,1,0,66.67
2015,1118,1,15,52.43
2015,1118,1,50,22.71
2015,1118,1,65,13.47
2015,1118,2,0,77.22
2015,1118,2,15,62.98
2015,1118,2,50,30.24
2015,1118,2,65,17.8
2015,1118,3,0,72.02
2015,1118,3,15,57.79
2015,1118,3,50,26.81
2015,1118,3,65,16.1
2015,1119,1,0,64.36
2015,1119,1,15,50.07
2015,1119,1,50,20.75
2015,1119,1,65,12.18
2015,1119,2,0,76.44
2015,1119,2,15,62.04
2015,1119,2,50,29.47
2015,1119,2,65,17.23
2015,1119,3,0,70.38
2015,1119,3,15,56.05
2015,1119,3,50,25.43
2015,1119,3,65,15.28
2015,1120,1,0,65.56
2015,1120,1,15,51.16
2015,1120,1,50,22.21
2015,1120,1,65,12.83
2015,1120,2,0,77.75
2015,1120,2,15,63.21
2015,1120,2,50,30.49
2015,1120,2,65,17.84
2015,1120,3,0,71.65
2015,1120,3,15,57.19
2015,1120,3,50,26.69
2015,1120,3,65,15.87
2015,1122,1,0,64
2015,1122,1,15,49.76
2015,1122,1,50,21.26
2015,1122,1,65,12.41
2015,1122,2,0,76.16
2015,1122,2,15,61.83
2015,1122,2,50,29.64
2015,1122,2,65,17.27
2015,1122,3,0,70.16
2015,1122,3,15,55.89
2015,1122,3,50,25.9
2015,1122,3,65,15.46
2015,1124,1,0,64.67
2015,1124,1,15,50.34
2015,1124,1,50,21
2015,1124,1,65,12.2
2015,1124,2,0,76.2
2015,1124,2,15,61.73
2015,1124,2,50,29.28
2015,1124,2,65,17.3
2015,1124,3,0,70.62
2015,1124,3,15,56.24
2015,1124,3,50,25.67
2015,1124,3,65,15.45
2015,1125,1,0,61.25
2015,1125,1,15,47.07
2015,1125,1,50,20.74
2015,1125,1,65,12.22
2015,1125,2,0,73.53
2015,1125,2,15,59.25
2015,1125,2,50,28.57
2015,1125,2,65,16.92
2015,1125,3,0,67.37
2015,1125,3,15,53.15
2015,1125,3,50,25.06
2015,1125,3,65,15.15
2015,1126,1,0,77.35
2015,1126,1,15,63.58
2015,1126,1,50,31.31
2015,1126,1,65,19.29
2015,1126,2,0,83.69
2015,1126,2,15,69.67
2015,1126,2,50,35.47
2015,1126,2,65,22.01
2015,1126,3,0,80.79
2015,1126,3,15,66.9
2015,1126,3,50,33.61
2015,1126,3,65,20.87
2015,1127,1,0,65.48
2015,1127,1,15,51.15
2015,1127,1,50,22.23
2015,1127,1,65,13.15
2015,1127,2,0,75.47
2015,1127,2,15,61.27
2015,1127,2,50,29.39
2015,1127,2,65,17.33
2015,1127,3,0,70.61
2015,1127,3,15,56.35
2015,1127,3,50,26.22
2015,1127,3,65,15.78
2015,1128,1,0,63.26
2015,1128,1,15,49.04
2015,1128,1,50,20.51
2015,1128,1,65,11.97
2015,1128,2,0,74.78
2015,1128,2,15,60.44
2015,1128,2,50,28.76
2015,1128,2,65,16.76
2015,1128,3,0,69.04
2015,1128,3,15,54.77
2015,1128,3,50,25.02
2015,1128,3,65,14.95
2015,1129,1,0,65.08
2015,1129,1,15,50.98
2015,1129,1,50,22.04
2015,1129,1,65,13.02
2015,1129,2,0,76.28
2015,1129,2,15,62.15
2015,1129,2,50,29.76
2015,1129,2,65,17.32
2015,1129,3,0,70.71
2015,1129,3,15,56.61
2015,1129,3,50,26.29
2015,1129,3,65,15.7
2015,1130,1,0,63.37
2015,1130,1,15,49.43
2015,1130,1,50,20.6
2015,1130,1,65,11.9
2015,1130,2,0,74.51
2015,1130,2,15,60.21
2015,1130,2,50,27.84
2015,1130,2,65,15.87
2015,1130,3,0,68.65
2015,1130,3,15,54.56
2015,1130,3,50,24.41
2015,1130,3,65,14.34
2015,1132,1,0,62.31
2015,1132,1,15,48.04
2015,1132,1,50,21.18
2015,1132,1,65,12.36
2015,1132,2,0,74.4
2015,1132,2,15,60.04
2015,1132,2,50,29.05
2015,1132,2,65,17.22
2015,1132,3,0,68.35
2015,1132,3,15,54.05
2015,1132,3,50,25.49
2015,1132,3,65,15.34
2015,1133,1,0,65.17
2015,1133,1,15,50.71
2015,1133,1,50,21.3
2015,1133,1,65,12.33
2015,1133,2,0,77.14
2015,1133,2,15,62.59
2015,1133,2,50,29.89
2015,1133,2,65,17.61
2015,1133,3,0,71.13
2015,1133,3,15,56.64
2015,1133,3,50,25.9
2015,1133,3,65,15.54
2015,1134,1,0,64.87
2015,1134,1,15,50.64
2015,1134,1,50,21.1
2015,1134,1,65,11.92
2015,1134,2,0,75.59
2015,1134,2,15,61.38
2015,1134,2,50,28.77
2015,1134,2,65,16.59
2015,1134,3,0,70.31
2015,1134,3,15,56.1
2015,1134,3,50,25.29
2015,1134,3,65,14.8
2015,1136,1,0,64.31
2015,1136,1,15,50
2015,1136,1,50,22.35
2015,1136,1,65,12.94
2015,1136,2,0,76.32
2015,1136,2,15,61.82
2015,1136,2,50,29.84
2015,1136,2,65,17.44
2015,1136,3,0,70.36
2015,1136,3,15,55.97
2015,1136,3,50,26.5
2015,1136,3,65,15.7
2015,1137,1,0,62.78
2015,1137,1,15,48.67
2015,1137,1,50,21.27
2015,1137,1,65,12.31
2015,1137,2,0,75.54
2015,1137,2,15,61.07
2015,1137,2,50,29.3
2015,1137,2,65,17.12
2015,1137,3,0,69.03
2015,1137,3,15,54.77
2015,1137,3,50,25.59
2015,1137,3,65,15.23
2015,1138,1,0,64.72
2015,1138,1,15,50.25
2015,1138,1,50,20.9
2015,1138,1,65,12.05
2015,1138,2,0,76.77
2015,1138,2,15,62.26
2015,1138,2,50,29.39
2015,1138,2,65,16.92
2015,1138,3,0,70.75
2015,1138,3,15,56.27
2015,1138,3,50,25.45
2015,1138,3,65,15.04
2015,1140,1,0,69.97
2015,1140,1,15,55.53
2015,1140,1,50,25.28
2015,1140,1,65,15.49
2015,1140,2,0,78.55
2015,1140,2,15,64.14
2015,1140,2,50,31.44
2015,1140,2,65,19
2015,1140,3,0,74.58
2015,1140,3,15,60.16
2015,1140,3,50,28.84
2015,1140,3,65,17.68
2015,1141,1,0,65.84
2015,1141,1,15,51.49
2015,1141,1,50,22.71
2015,1141,1,65,13.56
2015,1141,2,0,76.74
2015,1141,2,15,62.42
2015,1141,2,50,30.17
2015,1141,2,65,17.92
2015,1141,3,0,71.31
2015,1141,3,15,56.98
2015,1141,3,50,26.85
2015,1141,3,65,16.27
2015,1142,1,0,65.19
2015,1142,1,15,50.85
2015,1142,1,50,21.68
2015,1142,1,65,12.33
2015,1142,2,0,76.76
2015,1142,2,15,62.58
2015,1142,2,50,29.83
2015,1142,2,65,17.28
2015,1142,3,0,71.03
2015,1142,3,15,56.77
2015,1142,3,50,26.12
2015,1142,3,65,15.38
2015,1144,1,0,63.29
2015,1144,1,15,48.96
2015,1144,1,50,20.05
2015,1144,1,65,11.81
2015,1144,2,0,73.56
2015,1144,2,15,58.98
2015,1144,2,50,26.93
2015,1144,2,65,15.1
2015,1144,3,0,68.24
2015,1144,3,15,53.8
2015,1144,3,50,23.67
2015,1144,3,65,13.86
2015,1145,1,0,73.43
2015,1145,1,15,59.18
2015,1145,1,50,28.6
2015,1145,1,65,18.31
2015,1145,2,0,80.69
2015,1145,2,15,66.38
2015,1145,2,50,33.12
2015,1145,2,65,20.22
2015,1145,3,0,77.13
2015,1145,3,15,62.85
2015,1145,3,50,31.01
2015,1145,3,65,19.35
2015,1146,1,0,67.02
2015,1146,1,15,52.56
2015,1146,1,50,22.93
2015,1146,1,65,13.35
2015,1146,2,0,77.11
2015,1146,2,15,62.64
2015,1146,2,50,29.9
2015,1146,2,65,17.38
2015,1146,3,0,72.24
2015,1146,3,15,57.78
2015,1146,3,50,26.83
2015,1146,3,65,15.86
2015,1147,1,0,64.46
2015,1147,1,15,50.14
2015,1147,1,50,21
2015,1147,1,65,12.22
2015,1147,2,0,75.77
2015,1147,2,15,61.25
2015,1147,2,50,29.03
2015,1147,2,65,16.97
2015,1147,3,0,70.25
2015,1147,3,15,55.85
2015,1147,3,50,25.58
2015,1147,3,65,15.37
2015,1149,1,0,62.42
2015,1149,1,15,48.2
2015,1149,1,50,20.53
2015,1149,1,65,12.19
2015,1149,2,0,74.89
2015,1149,2,15,60.56
2015,1149,2,50,28.83
2015,1149,2,65,16.85
2015,1149,3,0,68.65
2015,1149,3,15,54.39
2015,1149,3,50,25.11
2015,1149,3,65,15.12
2015,1150,1,0,65.05
2015,1150,1,15,50.76
2015,1150,1,50,22.31
2015,1150,1,65,12.98
2015,1150,2,0,76.67
2015,1150,2,15,62.33
2015,1150,2,50,30.05
2015,1150,2,65,17.91
2015,1150,3,0,70.89
2015,1150,3,15,56.58
2015,1150,3,50,26.56
2015,1150,3,65,15.98
2015,1152,1,0,64.53
2015,1152,1,15,50.31
2015,1152,1,50,21.82
2015,1152,1,65,12.52
2015,1152,2,0,76.23
2015,1152,2,15,61.84
2015,1152,2,50,29.52
2015,1152,2,65,17.37
2015,1152,3,0,70.42
2015,1152,3,15,56.14
2015,1152,3,50,26.03
2015,1152,3,65,15.47
2015,1153,1,0,63.8
2015,1153,1,15,49.53
2015,1153,1,50,21.43
2015,1153,1,65,12.35
2015,1153,2,0,75.5
2015,1153,2,15,61.17
2015,1153,2,50,29.39
2015,1153,2,65,17.14
2015,1153,3,0,69.61
2015,1153,3,15,55.32
2015,1153,3,50,25.71
2015,1153,3,65,15.25
2015,1154,1,0,63.86
2015,1154,1,15,49.81
2015,1154,1,50,20.81
2015,1154,1,65,12.16
2015,1154,2,0,76.83
2015,1154,2,15,62.59
2015,1154,2,50,29.68
2015,1154,2,65,17.22
2015,1154,3,0,70.33
2015,1154,3,15,56.2
2015,1154,3,50,25.59
2015,1154,3,65,15.28
2015,1156,1,0,66.42
2015,1156,1,15,51.95
2015,1156,1,50,22.1
2015,1156,1,65,12.57
2015,1156,2,0,77.63
2015,1156,2,15,63.08
2015,1156,2,50,30.16
2015,1156,2,65,17.6
2015,1156,3,0,72.13
2015,1156,3,15,57.62
2015,1156,3,50,26.51
2015,1156,3,65,15.63
2015,1157,1,0,63.07
2015,1157,1,15,48.73
2015,1157,1,50,20.73
2015,1157,1,65,12.03
2015,1157,2,0,75.1
2015,1157,2,15,60.76
2015,1157,2,50,29.07
2015,1157,2,65,17.11
2015,1157,3,0,69.11
2015,1157,3,15,54.77
2015,1157,3,50,25.28
2015,1157,3,65,15.15
2015,1158,1,0,62.74
2015,1158,1,15,48.66
2015,1158,1,50,20.22
2015,1158,1,65,11.87
2015,1158,2,0,74.2
2015,1158,2,15,60.11
2015,1158,2,50,28.44
